Observed cones colored
YELLOW | x:0.23117820948278373 y:10.668168796341925
YELLOW | x:0.9685842888297187 y:8.258802026071915
YELLOW | x:1.5468161374404907 y:6.509543810858968

BLUE | x:-2.1076507578219097 y:4.035532691652221
BLUE | x:-2.192936777729967 y:6.943422550533854
BLUE | x:-2.432809042592027 y:14.396967633473848
BLUE | x:-2.363025065113758 y:12.604479818404075
BLUE | x:-2.4817111223861694 y:16.529652431184694
BLUE | x:-2.2594260764899117 y:9.88731344001953
BLUE | x:-2.596918317668152 y:18.826202943498537
YELLOW | x:2.705978899264962 y:2.9133524392364283
YELLOW | x:2.483995464451599 y:16.54732735412781
YELLOW | x:2.5870872956588746 y:12.746032140428468
YELLOW | x:2.715754759667454 y:8.398083071046159
YELLOW | x:2.6549960563654578 y:9.630196995113934
YELLOW | x:2.7301110032606335 y:6.911164357835694
YELLOW | x:2.7268160963416688 y:4.078145112597162
YELLOW | x:2.7068319588974 y:5.47809155243103
YELLOW | x:2.613858318288991 y:11.251595312360141
YELLOW | x:2.442207124836731 y:18.647070005113527

BLUE | x:-2.4913995818884955 y:3.829711543097736
BLUE | x:-2.6004492712167244 y:9.958347338125858
BLUE | x:-2.5948980599567415 y:11.90187958337331
BLUE | x:-2.622684891514492 y:14.908902212554857
BLUE | x:-2.655603242906443 y:17.24040754097168
BLUE | x:-2.5552334368154526 y:7.684550082686756
YELLOW | x:2.466317601012675 y:2.198485945239309
YELLOW | x:2.3188842141040378 y:16.13982939181193
YELLOW | x:2.429674175389099 y:14.456507947618407
YELLOW | x:2.459742042661959 y:11.996079926653957
YELLOW | x:2.465452628341802 y:3.7110426968084202
YELLOW | x:2.5142742133877225 y:5.6706499469690606
YELLOW | x:2.472782969813368 y:7.577483463195936
YELLOW | x:2.4565052422458806 y:9.64351371881827
YELLOW | x:2.33881255687027 y:18.18542011039917

BLUE | x:-1.654275406582145 y:4.304710305213336
BLUE | x:-1.45841675300649 y:6.603474850033366
BLUE | x:-0.9245559164252558 y:12.310125992698685
BLUE | x:-0.38490972592682837 y:19.915005996400758
BLUE | x:-0.48346596260121655 y:17.76692572690511
BLUE | x:-0.7251650919442495 y:14.90418584602539
BLUE | x:-1.152935086202614 y:9.56590471461541
YELLOW | x:3.266185632355499 y:3.204880252057953
YELLOW | x:4.553966827201335 y:19.468307092363283
YELLOW | x:3.7473547127586153 y:9.174821906528186
YELLOW | x:3.8664050540828163 y:11.456633987032587
YELLOW | x:3.636579401301829 y:7.031477565144144
YELLOW | x:3.3638091753000894 y:4.902861232136331
YELLOW | x:4.265500751145172 y:15.503460123712463
YELLOW | x:4.425939705975342 y:17.31201799171631
YELLOW | x:3.983935263760376 y:13.493534956946615

BLUE | x:-1.6768372791079658 y:3.8795978287887705
YELLOW | x:3.1539732684766135 y:3.2160933228744164
YELLOW | x:1.8230733543708801 y:15.333913264107492
YELLOW | x:0.738126299786059 y:16.734751378073934
YELLOW | x:2.74373301566391 y:13.529240284934286
YELLOW | x:3.2753288351901584 y:7.339406352481553
YELLOW | x:3.259373483069229 y:11.26197679298584
YELLOW | x:-0.3584626015615251 y:18.214230028696832
YELLOW | x:3.3132843552675153 y:9.128976512242286
YELLOW | x:3.146612567710368 y:5.279929044420165
YELLOW | x:-1.8769904504145305 y:19.512198681210126

BLUE | x:-1.7361368056174349 y:2.4450900925798784
BLUE | x:-8.193060910552397 y:8.382731227934714
BLUE | x:-9.45314745604248 y:8.848216067328693
BLUE | x:-10.965695605999077 y:8.916517596683212
BLUE | x:-6.388962417975434 y:7.55204654336295
BLUE | x:-4.611378523699951 y:6.36664123790924
BLUE | x:-2.174051842653692 y:3.9460398813120667
BLUE | x:-3.00235587986891 y:5.006444952131618
YELLOW | x:2.6143637567832947 y:4.527633174831313
YELLOW | x:-13.425100736809286 y:13.327154710466308
YELLOW | x:-9.177792689196778 y:13.68207400100891
YELLOW | x:-2.1017843097373965 y:10.44938447731201
YELLOW | x:-11.563078138224792 y:13.7441675211734
YELLOW | x:-0.5809814065620422 y:9.141383017872418
YELLOW | x:-6.358471976047601 y:12.910123024955038
YELLOW | x:0.5259944468811035 y:7.7029906854774985
YELLOW | x:-7.756270911619907 y:13.280074855924953
YELLOW | x:-3.561034628741455 y:11.520964505845948
YELLOW | x:-4.946548125140381 y:12.288360908204957
YELLOW | x:1.6610957354381561 y:6.3456766750163265

BLUE | x:-4.679800443840535 y:3.8425036018834935
BLUE | x:-7.07176547432905 y:6.128230100873325
BLUE | x:-6.064164042134264 y:5.245163430016547
BLUE | x:-8.478063132689243 y:6.720709729103223
YELLOW | x:1.4266211996550244 y:3.2335918154067227
YELLOW | x:-16.076838824145508 y:10.34315593498413
YELLOW | x:-14.637566325061035 y:10.982963413570964
YELLOW | x:-12.809771800459508 y:11.437866216901158
YELLOW | x:-5.036991700522614 y:10.556830210064494
YELLOW | x:-1.5616951614543915 y:7.751089646989746
YELLOW | x:-10.96111635863037 y:11.823618803992511
YELLOW | x:-2.661646835995229 y:8.828588533310072
YELLOW | x:-0.5524347215816497 y:6.549091222459716
YELLOW | x:-7.262591769432395 y:11.463759445295803
YELLOW | x:0.42891526918360395 y:5.006712113394978
YELLOW | x:-3.8219644414452687 y:9.685859692951396
YELLOW | x:-9.18119568526001 y:11.728319194490355

BLUE | x:-2.3439258466089887 y:2.3400882428632612
BLUE | x:-12.704426869174922 y:9.368087547453031
BLUE | x:-10.361246638489279 y:9.291621043855592
BLUE | x:-8.19099491138509 y:8.938996913606566
BLUE | x:-5.696098792592815 y:8.118057795841898
BLUE | x:-2.7521603368976173 y:4.257728928898416
BLUE | x:-3.139268967501831 y:5.54333813446228
BLUE | x:-14.534403601943632 y:9.460531679697807
YELLOW | x:2.5978580186838784 y:2.20974216981859
YELLOW | x:-11.817077204577636 y:14.363432939226074
YELLOW | x:-9.844637565804037 y:14.175755892768148
YELLOW | x:-0.3223725666076515 y:10.04424439238067
YELLOW | x:-3.2466325263107936 y:12.386474417224171
YELLOW | x:2.070913384223611 y:5.355839394674769
YELLOW | x:-8.362920376651001 y:13.944261863405151
YELLOW | x:2.400522626049805 y:3.804701335603637
YELLOW | x:-6.806996165421404 y:13.678982195687082
YELLOW | x:1.5812156766727448 y:6.701478495771331
YELLOW | x:-4.997871848933411 y:13.064030403469646
YELLOW | x:-1.8053864204146912 y:11.32628608535526

BLUE | x:-4.19627005159111 y:3.9696668531245423
BLUE | x:-8.520701707395427 y:6.04979344464803
BLUE | x:-6.470376333586883 y:5.283836367303771
YELLOW | x:2.3294707123796736 y:2.539067059190855
YELLOW | x:-12.622149798266602 y:13.154006078416748
YELLOW | x:-2.5783434952776307 y:8.652323489406792
YELLOW | x:1.3873591591988883 y:4.76106502073471
YELLOW | x:-5.667775675646973 y:10.15282963637641
YELLOW | x:0.2207632929161072 y:6.330476967402274
YELLOW | x:-0.9829337626621246 y:7.640571549112243
YELLOW | x:-4.1813294386505495 y:9.634142325325026
YELLOW | x:-7.05600942471873 y:10.681761895194294
YELLOW | x:-8.954435467381456 y:11.283239491689182
YELLOW | x:-10.850175155195108 y:11.949402326916301
YELLOW | x:-13.678929755084228 y:13.987296464616698

YELLOW | x:1.748465258946995 y:3.0095523857282345
YELLOW | x:-3.6184523488561986 y:9.953374557050486
YELLOW | x:-1.2288519869173686 y:7.4933458380314795
YELLOW | x:-6.137682848167928 y:17.424684757565107
YELLOW | x:-4.864861342303467 y:19.24808144030436
YELLOW | x:-2.212523883147975 y:8.588881611354177
YELLOW | x:-0.16458727530391215 y:6.318529441530151
YELLOW | x:-4.975673873880683 y:11.432542557095132
YELLOW | x:0.8228177592232704 y:4.689308872396392
YELLOW | x:-5.976332327716064 y:13.317067315751952
YELLOW | x:-6.623536679141235 y:15.656042745286864

BLUE | x:-2.20754507481308 y:3.836490466768188
BLUE | x:-3.0341966628050834 y:7.843161418972691
BLUE | x:-2.7166463464424133 y:6.099117591554565
BLUE | x:-2.880513665640295 y:9.020351334132252
BLUE | x:-2.4687652995114644 y:11.388996007615969
BLUE | x:-1.914227868112437 y:13.543878216122234
BLUE | x:-0.6437390029356003 y:15.79796870010559
BLUE | x:0.9913355261161805 y:17.240469529802247
BLUE | x:4.826778557904053 y:19.18242452400391
BLUE | x:2.855421510346222 y:18.408391549760744
YELLOW | x:2.8015865284846533 y:2.92674760336287
YELLOW | x:8.403665402539062 y:15.07516687172119
YELLOW | x:6.8095358481084185 y:14.619736626321716
YELLOW | x:2.0987427814512736 y:8.387852742025094
YELLOW | x:11.325893262036132 y:15.620803430253906
YELLOW | x:2.6745552490229287 y:4.430296084524502
YELLOW | x:2.3746710687950134 y:6.413686587984008
YELLOW | x:3.2570774624819436 y:12.761169428204143
YELLOW | x:2.425987765200424 y:10.485674956018372
YELLOW | x:9.580962327130127 y:15.148021931027019
YELLOW | x:4.706235117721049 y:13.8779756174233

BLUE | x:-1.833336910597992 y:2.175207656199379
BLUE | x:-1.4900779488939495 y:3.272951233295576
BLUE | x:-0.7180646588330587 y:5.491483126654866
BLUE | x:1.7295881984867798 y:9.479914022427787
BLUE | x:3.5359976788436254 y:10.685209288770599
BLUE | x:5.541477492459106 y:11.533892483090005
BLUE | x:7.628056227174887 y:12.051231871619464
BLUE | x:13.438203480847168 y:12.660384888027751
BLUE | x:14.72544486026713 y:13.229270929668987
BLUE | x:10.077411638704428 y:12.366813018495483
BLUE | x:11.60207852423935 y:12.371416106397554
YELLOW | x:3.921690623304071 y:3.7796107741607328
YELLOW | x:13.46061864197998 y:7.507798745805664
YELLOW | x:10.513426847266642 y:7.456625793948414
YELLOW | x:11.64907378654429 y:7.35672950205668
YELLOW | x:8.843035605557253 y:7.2501877095050045
YELLOW | x:4.414121122168986 y:5.0567080284899895
YELLOW | x:5.104949567391628 y:5.902480570383843
YELLOW | x:6.685075841818406 y:6.786836279671698

BLUE | x:-1.560269853465271 y:3.4410761421666973
BLUE | x:-0.4618626005873203 y:5.232428207570953
BLUE | x:0.9500868216231346 y:6.891437366182251
BLUE | x:2.544577753314766 y:8.244825263537468
BLUE | x:4.559356186463589 y:9.624465135641868
BLUE | x:8.888153381156412 y:15.453525140458984
BLUE | x:7.475347088781485 y:11.409805411671245
BLUE | x:8.840065243847656 y:13.642849964474282
BLUE | x:8.324461415417481 y:12.423125245744629
BLUE | x:5.953256223805237 y:10.292537543947143
BLUE | x:8.249831584103394 y:17.227034642869874
YELLOW | x:5.763264007377116 y:4.51849424300059
YELLOW | x:13.79691448510437 y:14.220812156373901
YELLOW | x:12.036301758892822 y:9.095011212999268
YELLOW | x:9.643691050020344 y:6.8141705141212965
YELLOW | x:7.088524765777079 y:5.406310099934183
YELLOW | x:12.958122876293945 y:10.264820411378784
YELLOW | x:8.195858177550125 y:5.859789251858634
YELLOW | x:10.881687787182617 y:7.874043395692748

BLUE | x:-1.477641542564525 y:3.5091491233508756
BLUE | x:-0.5156404644176483 y:5.34310574787323
BLUE | x:-2.419543030850601 y:19.09107573288147
BLUE | x:-0.7028893440887451 y:17.622904311194663
BLUE | x:0.8275210032934825 y:7.396610373829446
BLUE | x:1.350275972492981 y:15.774828698808593
BLUE | x:2.560149146789466 y:14.39526586523451
BLUE | x:1.8214268999514718 y:8.529070357768664
BLUE | x:3.2460001180643716 y:12.719855541561687
BLUE | x:2.7899422613002596 y:10.091569452345725
YELLOW | x:3.8275511533096314 y:3.1147153323636885
YELLOW | x:6.629376557476807 y:17.13291652458374
YELLOW | x:7.282010020110212 y:8.203430681288596
YELLOW | x:7.857286531166294 y:9.727021495788224
YELLOW | x:8.352241471417237 y:12.84540431755249
YELLOW | x:6.583134369204784 y:6.773223550266099
YELLOW | x:4.770555344231415 y:4.474403753454132
YELLOW | x:8.281856206066895 y:11.171048238450927
YELLOW | x:5.603540924198914 y:5.3203953649348446
YELLOW | x:7.583556639162191 y:15.161886448238931

BLUE | x:-2.1764827301030474 y:4.271773619030558
BLUE | x:-5.2522625058815 y:12.068109427466634
BLUE | x:-3.5392595062578835 y:11.343031927520677
BLUE | x:-1.7769038740057204 y:5.7468022981365285
BLUE | x:-1.531994912020874 y:7.566968038255615
BLUE | x:-2.224948353845106 y:10.116482910942818
BLUE | x:-1.735076391310189 y:8.897635096159945
YELLOW | x:2.6037115940573314 y:3.243407838215312
YELLOW | x:-7.03595528303833 y:17.867574289018556
YELLOW | x:2.9826571067248664 y:10.773846925538091
YELLOW | x:3.192768612302305 y:9.2924437912367
YELLOW | x:-1.0239513993188858 y:15.477300360376281
YELLOW | x:-3.3288705080673218 y:16.680854156190797
YELLOW | x:2.9717253953292846 y:4.298390653306884
YELLOW | x:0.6689398206844807 y:14.084911265546722
YELLOW | x:3.342504693540071 y:7.666973285431108
YELLOW | x:2.3467335671260834 y:12.3060939502617
YELLOW | x:3.290580325995043 y:6.087699831765203

BLUE | x:-3.9443500568394976 y:3.640714401577555
BLUE | x:-7.207431806119792 y:5.219087992682698
BLUE | x:-5.414435876401774 y:4.706325446143391
YELLOW | x:1.6620563764022103 y:3.4122106634467135
YELLOW | x:-13.2554323404953 y:10.949575736696167
YELLOW | x:-15.063729378573608 y:10.958120181734008
YELLOW | x:-9.661722335211945 y:10.692183211023254
YELLOW | x:-7.636178943507385 y:10.474210157567901
YELLOW | x:-5.811910904439799 y:9.97184005039398
YELLOW | x:-3.341264322676486 y:9.066095757771462
YELLOW | x:-1.4619368046447754 y:7.927696778947754
YELLOW | x:-11.620334426223417 y:10.883542293881023
YELLOW | x:1.261301830418396 y:4.870519815459493
YELLOW | x:0.4189793586805344 y:6.330906862591348

BLUE | x:-5.0643367896403 y:3.8845570033536783
BLUE | x:-15.49934730231018 y:9.406986310655517
BLUE | x:-9.266836338234455 y:6.636573047016703
BLUE | x:-11.985448691241455 y:8.01781882303421
BLUE | x:-13.844524237506104 y:8.79472620742981
BLUE | x:-7.323256366444142 y:5.414979265704396
YELLOW | x:1.3603661492541312 y:3.949104043418807
YELLOW | x:-11.979440807957628 y:13.29661053542426
YELLOW | x:-9.767580771864537 y:12.326044974159982
YELLOW | x:-8.104424979083252 y:11.546259515458985
YELLOW | x:-6.663118184598796 y:10.837800894751789
YELLOW | x:-4.975106080034553 y:9.894562309668219
YELLOW | x:-3.2225730964696297 y:8.818988657874202
YELLOW | x:-1.747430178515625 y:7.654280975038452
YELLOW | x:0.12363061585897009 y:5.803952171976012
YELLOW | x:-13.43717655836792 y:13.910957648927612

BLUE | x:-3.0415571739201863 y:4.571214320833129
BLUE | x:-3.714645239703369 y:6.762956633741302
BLUE | x:-4.865386985731634 y:9.554947082772497
BLUE | x:-4.2517878376700935 y:8.278734224943298
BLUE | x:-5.774291426077853 y:11.359005661524833
YELLOW | x:2.6509140633948856 y:2.545733919979443
YELLOW | x:-4.104879471652222 y:18.50241620796387
YELLOW | x:-1.4463117410664876 y:13.524901782050375
YELLOW | x:-2.155079675706736 y:14.940140162482503
YELLOW | x:-0.3875139519497871 y:11.36095378654663
YELLOW | x:0.34933515249771013 y:9.736093038891397
YELLOW | x:0.9911444499216974 y:8.250756337816162
YELLOW | x:1.6545820579007149 y:6.4225501860923
YELLOW | x:2.333549905161879 y:4.443460713401081
YELLOW | x:-2.9717877834960937 y:16.407985522920534

BLUE | x:-1.9156396021371205 y:3.0318564957128395
BLUE | x:-1.9691681444570541 y:4.641983771895013
BLUE | x:-2.543854233615112 y:7.984403182640315
BLUE | x:-4.204725278409831 y:16.37715013282959
BLUE | x:-3.975270423285675 y:15.06225104587738
BLUE | x:-2.2067016094848633 y:6.051275088960571
BLUE | x:-3.671806535685003 y:13.56107536034298
BLUE | x:-2.8825898145009643 y:9.757797359445778
BLUE | x:-3.2270373235071816 y:11.309690670648619
YELLOW | x:3.0007885883326213 y:2.95178388215566
YELLOW | x:1.1610928366655986 y:14.279991859768474
YELLOW | x:0.6511660188510895 y:16.598326757127687
YELLOW | x:1.9330220769869548 y:10.30941740511275
YELLOW | x:2.815428119905281 y:4.572946339423103
YELLOW | x:2.5983040601089478 y:6.407148594235026
YELLOW | x:2.2155227637486985 y:8.755806843456446
YELLOW | x:1.5908019981288366 y:11.95580451290132

BLUE | x:-2.4944093640287126 y:2.9293545785436317
BLUE | x:-2.6812867121489634 y:4.4962678762687345
BLUE | x:-2.9431596726104736 y:6.726448514635009
BLUE | x:-4.692732982826741 y:15.324215804114584
BLUE | x:-5.438577505938721 y:17.022177929256998
BLUE | x:-3.4120409207137214 y:11.007881498245375
BLUE | x:-3.10808868755153 y:8.215398427918199
BLUE | x:-3.229521591059876 y:9.526987652157388
BLUE | x:-4.11686930357666 y:14.051274638614364
BLUE | x:-3.704973960341099 y:12.4950878112121
YELLOW | x:2.390299312990679 y:2.9003933685198433
YELLOW | x:1.2708350305120741 y:12.98614662630537
YELLOW | x:0.6831718454832713 y:15.219442839001262
YELLOW | x:1.6555014598223228 y:9.31725204776523
YELLOW | x:1.3927320671652634 y:11.09852249878113
YELLOW | x:2.1731075515424094 y:4.616131598328195
YELLOW | x:-0.09350935853273869 y:16.933577134782716
YELLOW | x:1.954999553171285 y:6.969001923575643

BLUE | x:-2.0869125664159776 y:3.1425631946073405
BLUE | x:-6.110134455554199 y:17.295333459550783
BLUE | x:-2.0267548690165205 y:6.094656462048135
BLUE | x:-7.235413834445191 y:18.580100419694826
BLUE | x:-2.003306342157237 y:4.5846287752932735
BLUE | x:-2.929755858241696 y:10.780330154539456
BLUE | x:-3.827759437752279 y:13.46928397275472
BLUE | x:-2.4510389430580988 y:8.97926910841595
BLUE | x:-4.438058325640869 y:14.713484456712646
BLUE | x:-5.251987311236572 y:15.906894042665405
YELLOW | x:2.734810123706491 y:3.7123128405671033
YELLOW | x:2.286536198692938 y:9.737867670551667
YELLOW | x:2.959720837083944 y:5.6128016259021
YELLOW | x:2.7730164001459756 y:7.907895633155746
YELLOW | x:0.7622250765636445 y:15.062826230699462
YELLOW | x:1.859503735396467 y:11.566353901514342
YELLOW | x:1.3311641325627646 y:13.505640231147055
YELLOW | x:-0.04778826999665499 y:16.80811126487915

BLUE | x:-2.559132966391754 y:2.65679562049572
BLUE | x:-11.600099099668375 y:13.516231452002767
BLUE | x:-13.248076960437011 y:14.15564248817627
BLUE | x:-9.449968324428644 y:12.780882644561904
BLUE | x:-2.8742495639382253 y:4.137984813492804
BLUE | x:-5.128996347285582 y:9.369780421544045
BLUE | x:-4.398091617090148 y:7.8659814155236925
BLUE | x:-3.7355462998077393 y:6.66172340171997
BLUE | x:-6.123648525270335 y:10.686991853092753
BLUE | x:-3.2284470528289795 y:5.332293942148132
BLUE | x:-7.705736169211578 y:12.004643919641419
YELLOW | x:2.2848950449037764 y:2.8347079656931853
YELLOW | x:-8.059184977404785 y:17.369192674333497
YELLOW | x:-4.859764684232585 y:15.928445476864418
YELLOW | x:-6.414545807234955 y:16.806328966791078
YELLOW | x:-2.399918273935372 y:13.828547347446635
YELLOW | x:-0.00406835587572256 y:10.276835904206587
YELLOW | x:-1.1132150858566283 y:12.181420209581297
YELLOW | x:0.867825652997515 y:8.251890385627156
YELLOW | x:1.4928911795293172 y:6.435139968568726
YELLOW | x:-3.3916744122828164 y:15.023950958160537
YELLOW | x:1.9568789174233754 y:4.821874361476609

BLUE | x:-2.4020432323143006 y:2.5020822471128334
BLUE | x:-11.565781379164342 y:13.39164605055856
BLUE | x:-13.884326159350586 y:14.21745141761963
BLUE | x:-7.085205006260851 y:10.306129540246038
BLUE | x:-9.908429357402039 y:12.588343813592834
BLUE | x:-3.9921421914272246 y:7.5054057112793835
BLUE | x:-3.005811128012848 y:5.713251227711283
BLUE | x:-5.359383450275505 y:8.843785799782783
BLUE | x:-2.549949505255466 y:4.1333427057411685
BLUE | x:-8.37307645181071 y:11.46484684405192
YELLOW | x:2.5877937793806076 y:3.046572128509127
YELLOW | x:-3.978220992279562 y:14.057764445319417
YELLOW | x:-2.3635919929580123 y:12.60105071083898
YELLOW | x:-1.0223367769019354 y:11.463536768019555
YELLOW | x:0.1094675545007312 y:10.109681340466082
YELLOW | x:1.1414966539332434 y:8.69147337647031
YELLOW | x:-7.126474472872925 y:16.597655847246095
YELLOW | x:1.6411916434839249 y:7.237970664674682
YELLOW | x:-5.431344720713806 y:15.323539092714233

BLUE | x:-2.792115376716698 y:3.107602928653005
BLUE | x:-14.357126407814535 y:12.793411964748943
BLUE | x:-9.012463105710857 y:10.385151301398517
BLUE | x:-3.8681231071477256 y:4.689667656595153
BLUE | x:-11.096381518237305 y:11.635326247653671
BLUE | x:-5.247797590060969 y:6.4588484116339915
BLUE | x:-6.297444831191678 y:7.835499807372335
BLUE | x:-12.993477039528402 y:12.09405705124932
YELLOW | x:2.460671721335311 y:3.1508416238317176
YELLOW | x:-9.568690312894695 y:16.191069200212404
YELLOW | x:-7.708887311808777 y:15.111397340471191
YELLOW | x:-4.014916782570394 y:12.551226276730144
YELLOW | x:-5.877781304709625 y:14.1257410790271
YELLOW | x:-2.6285226924477474 y:11.011368804416367
YELLOW | x:-1.463916777279772 y:9.443166318680914
YELLOW | x:0.9167535275295258 y:6.348157122308654
YELLOW | x:1.7392713646168392 y:4.762523755008621
YELLOW | x:-0.15848309098930358 y:7.7369913603610225

BLUE | x:-1.8990471651082355 y:2.069973626310272
BLUE | x:-1.693555580852654 y:3.886745433299669
BLUE | x:-1.8686797483025446 y:5.685182062693412
BLUE | x:-3.786307652452765 y:11.195305712926364
BLUE | x:-2.3730335830148603 y:8.053859648158982
BLUE | x:-1.9815415273035684 y:14.83384425895874
BLUE | x:-3.3581179488843578 y:9.724801061244333
BLUE | x:-0.6655323733811697 y:15.695744191184286
BLUE | x:0.7231346807383946 y:16.669352537396765
BLUE | x:-3.5029289851511636 y:13.033479446743572
BLUE | x:2.911287423975754 y:18.773439481431886
BLUE | x:2.1606742078140257 y:17.580713708574223
YELLOW | x:3.184204664833832 y:3.396375223571701
YELLOW | x:2.0106243439369056 y:9.993201047311423
YELLOW | x:2.1535431780492145 y:11.582396737113243
YELLOW | x:3.617618537950007 y:12.534569059386493
YELLOW | x:2.5262538060770825 y:7.890962362198012
YELLOW | x:7.709927436716843 y:15.992544844324035
YELLOW | x:8.252691009648132 y:17.672013023073124
YELLOW | x:4.622092620113409 y:13.069777630911343
YELLOW | x:6.624842742092896 y:14.52562802093689
YELLOW | x:3.060873042551168 y:5.884804148052774
YELLOW | x:5.680441695884922 y:13.572602959193292

BLUE | x:-2.3326273104899817 y:2.772207911528647
BLUE | x:-1.8441599604081895 y:4.527478080234238
BLUE | x:-0.22380668470513027 y:6.122083141977234
BLUE | x:1.1560484174299452 y:6.877256573479682
BLUE | x:3.312494165706126 y:16.844076071753744
BLUE | x:5.1700074089499335 y:11.158752515489503
BLUE | x:4.077725790377516 y:8.47876574681238
BLUE | x:2.4745712548568726 y:18.697610897396647
BLUE | x:2.5853267381663003 y:7.698736741716309
BLUE | x:4.470444706089783 y:14.412265434438629
BLUE | x:4.975366460291037 y:12.71274554190501
BLUE | x:4.892604299535696 y:9.586206333129534

BLUE | x:-1.9608416726117452 y:2.566559889048535
BLUE | x:-9.441427974892171 y:15.071862739895426
BLUE | x:-6.963761273019028 y:13.312910511667175
BLUE | x:-11.359626544507854 y:16.450132126186933
BLUE | x:-5.261342771131025 y:12.151249244386598
BLUE | x:-3.0480306774303436 y:10.701469356392465
BLUE | x:-1.1564967531459083 y:4.004365047673739
BLUE | x:-0.7496659282520532 y:8.268042877887332
BLUE | x:-0.2841924806361516 y:5.447962904547296
BLUE | x:-0.14546310826392173 y:6.817647014632466
BLUE | x:-1.6988273888751984 y:9.506784179384153
YELLOW | x:4.935329583294678 y:4.653325194691263
YELLOW | x:-4.886423282814535 y:17.93382350064779
YELLOW | x:3.3969735572809854 y:11.651845502761978
YELLOW | x:4.41010359586029 y:10.142100475007934
YELLOW | x:5.020709619028097 y:8.18092150376276
YELLOW | x:5.240307223223719 y:6.446422366123791
YELLOW | x:-0.2801322109922886 y:14.806600763971252
YELLOW | x:1.9828234642818452 y:13.283615520173951
YELLOW | x:-2.5058192342445373 y:16.401048813834432

YELLOW | x:2.145299299707358 y:2.7048126674865687
YELLOW | x:-13.279187851143393 y:8.727432245586956
YELLOW | x:-10.41176950632782 y:8.69411984937851
YELLOW | x:-7.719355824582291 y:8.59352226513092
YELLOW | x:-4.952527559789531 y:8.481741065357767
YELLOW | x:1.4478331794415793 y:4.399548207297565
YELLOW | x:0.32548782594417996 y:5.7791835942943655
YELLOW | x:-2.876460677973938 y:7.8659566769745375
YELLOW | x:-1.2352870792076112 y:7.108354880983276

YELLOW | x:1.5943121542607628 y:3.6113119557137603
YELLOW | x:0.40562412143497467 y:5.426525857622069

BLUE | x:-2.6464637746339164 y:4.524115070278091
BLUE | x:-3.220611252379926 y:9.540277183626735
BLUE | x:-2.9184463153208418 y:6.541038269375406
BLUE | x:-3.7673569649383545 y:15.23537341214681
BLUE | x:-4.0352725846825495 y:17.62881508924032
BLUE | x:-3.4384736405877248 y:11.906131432456984
YELLOW | x:2.7327715691667347 y:2.330161506508433
YELLOW | x:1.7517888699491146 y:10.155546428447717
YELLOW | x:1.526183263219881 y:12.984698846513671
YELLOW | x:1.277526748187828 y:15.61990280407135
YELLOW | x:1.9833503602290263 y:7.905275436507613
YELLOW | x:2.379653162764994 y:5.060200765306396
YELLOW | x:1.0022036641910552 y:18.046558931047365

BLUE | x:-2.055783708551704 y:4.038212426412082
BLUE | x:-1.9722637563869476 y:6.3668940808123775
BLUE | x:-1.7429750978872298 y:12.076306790684306
BLUE | x:-1.8369886135696776 y:9.70162563693275
BLUE | x:-1.5560858776097615 y:16.665357345913492
BLUE | x:-1.6664776268858166 y:14.31907391009196
BLUE | x:-1.7208979755565643 y:18.888321473771974
YELLOW | x:2.9052628944391885 y:3.843339151147221
YELLOW | x:3.3287468622202554 y:16.05278547065918
YELLOW | x:3.2732288609022775 y:11.812349731300912
YELLOW | x:3.082182106383133 y:6.753703429872436
YELLOW | x:3.188225859836796 y:9.344983277153755
YELLOW | x:3.364044067271042 y:13.786386206323547

BLUE | x:-2.2966196417734146 y:3.2908772275593314
BLUE | x:-10.316773745410156 y:16.210221269304203
BLUE | x:-7.884167684110515 y:15.886289670640869
BLUE | x:-4.766941335789872 y:13.747491815263674
BLUE | x:-5.9787654211049395 y:15.005220752200794
BLUE | x:-2.2995234856928506 y:5.58468535996938
BLUE | x:-3.3539039105102537 y:11.14785509365265
BLUE | x:-2.8739734007966624 y:9.52357708994993
BLUE | x:-2.5290313146742993 y:7.762201439529683
BLUE | x:-4.128336819998932 y:12.607884898359224
YELLOW | x:2.7405260047816684 y:2.7884809359940035
YELLOW | x:1.0152388533030827 y:14.865791668623883
YELLOW | x:2.4763558641454577 y:9.299473011050855
YELLOW | x:2.071647914021604 y:11.683888700560328
YELLOW | x:1.5801393518919626 y:13.518495980807122
YELLOW | x:-1.1030338684643428 y:18.64912668324972
YELLOW | x:2.6084380120113373 y:5.089227452451629
YELLOW | x:2.6816290289237976 y:7.6850873376673885
YELLOW | x:0.405147277571249 y:16.427032783204957

BLUE | x:-2.4231918252102322 y:3.361637964422149
BLUE | x:-11.737128111712646 y:9.902410819703979
BLUE | x:-14.055751273028564 y:10.243746640855711
BLUE | x:-10.090568608369276 y:9.600785276533474
BLUE | x:-8.449389788500977 y:9.376600784634197
BLUE | x:-6.074708984619225 y:8.700518940463308
BLUE | x:-2.917804916361152 y:4.837538448878105
BLUE | x:-3.3708600199810452 y:6.096811951439886
BLUE | x:-4.359536183866374 y:7.499141330097757
YELLOW | x:3.0624222758817883 y:2.7924727677384777
YELLOW | x:2.8883348077610016 y:4.742356493646544

YELLOW | x:1.5403591525629043 y:3.207956861431045
YELLOW | x:-13.90628990828247 y:14.302561357194824
