Observed cones colored
YELLOW | x:11.37756847044576 y:6.999231432452443
YELLOW | x:8.578892127254521 y:6.788881759703513
YELLOW | x:4.182961192734528 y:4.4379629935569
YELLOW | x:6.418156364567566 y:6.26228614903951

BLUE | x:-1.8615302761794439 y:2.866891591608879
BLUE | x:0.3313078403547287 y:6.523581817323608
BLUE | x:1.8301615753418514 y:7.97698832268126
BLUE | x:6.807965424664307 y:17.390833451921388
BLUE | x:3.7250954611508265 y:9.529839801696912
BLUE | x:5.03937627243415 y:10.32106302040283
BLUE | x:7.52448200882225 y:15.657007947141572
BLUE | x:7.2620873549229215 y:12.635258408106864
BLUE | x:7.663135634866841 y:13.852163918721654
BLUE | x:-0.9340592950508118 y:4.7773463572806545
BLUE | x:6.447228001562245 y:11.504919543439788
YELLOW | x:5.301290360100555 y:4.516924753362579
YELLOW | x:7.648389925765484 y:6.086233618432922
YELLOW | x:11.157153434562176 y:9.598193210934244
YELLOW | x:6.601645006653249 y:5.548438777735836
YELLOW | x:10.153289095369466 y:8.326547738089802
YELLOW | x:9.060545153426617 y:7.1693424131220995
YELLOW | x:12.032915700085448 y:10.84878935910726
YELLOW | x:12.559104397900391 y:14.859365823442381
YELLOW | x:12.560337927944946 y:12.431302502328796

BLUE | x:-2.00578661063563 y:3.9242870157705174
BLUE | x:-8.47714679737142 y:17.487040434851888
BLUE | x:-4.983144561111111 y:15.759463596252576
BLUE | x:-2.5839834441666922 y:14.468561167095743
BLUE | x:-1.169638338677597 y:6.178509190256042
BLUE | x:-0.464905630044651 y:7.529935732061309
BLUE | x:-1.0775164569343247 y:13.375650519703472
BLUE | x:0.23079071687703429 y:10.63420937729159
BLUE | x:-0.057258106959374735 y:11.882344873125
BLUE | x:0.13161143543709738 y:9.2443897127191
YELLOW | x:2.722076462713369 y:2.6465999926871486
YELLOW | x:-1.3747066885158539 y:19.55975396888916
YELLOW | x:0.20719616935400964 y:18.540620401079103
YELLOW | x:5.126139173770578 y:10.02310874674645
YELLOW | x:4.8960176974609375 y:13.15713216984402
YELLOW | x:4.927008383196368 y:8.401781889941367
YELLOW | x:5.224754568090384 y:11.527975565198277
YELLOW | x:4.581078727172611 y:6.860687169749294
YELLOW | x:3.314053754350365 y:4.195963628995394
YELLOW | x:3.628054625796763 y:15.243219688112182
YELLOW | x:3.9115122427617393 y:5.176389847769978
YELLOW | x:2.2412575354253135 y:16.923660352403566

BLUE | x:-3.376738908879471 y:3.9886311238752232
BLUE | x:-7.4067072679524735 y:6.4689732497678625
BLUE | x:-5.602980670766986 y:6.053538384169537
BLUE | x:-4.097038758787028 y:5.083135877623799
BLUE | x:-10.183874937884521 y:6.859534337694091
YELLOW | x:1.8744957781574672 y:3.5473229036476637
YELLOW | x:-13.757052513949585 y:11.93498499649231
YELLOW | x:-15.526372405879211 y:11.837714030916137
YELLOW | x:-12.134552094332886 y:11.9635891065743
YELLOW | x:-10.181690467389933 y:11.86388650990987
YELLOW | x:-8.133839461199951 y:11.72035844581787
YELLOW | x:-3.792324306063366 y:10.548390402967376
YELLOW | x:-6.284203754192437 y:11.326775254052192
YELLOW | x:-1.8627291533702306 y:9.480300162693219
YELLOW | x:0.08758178035657592 y:7.9961312558001705
YELLOW | x:1.001748414841779 y:6.592506085410359
YELLOW | x:1.4739900201633453 y:5.149247958833618

YELLOW | x:1.9293334196558665 y:2.824396087587235
YELLOW | x:-15.508828414472452 y:12.53654439705078
YELLOW | x:-9.927644702784729 y:11.042622640306396
YELLOW | x:-11.68686581948649 y:11.548273319576824
YELLOW | x:-8.392416808001709 y:10.545358700131022
YELLOW | x:-6.595625241258919 y:9.837017795683254
YELLOW | x:-4.688769763687775 y:9.053118534189379
YELLOW | x:-3.0520045716063726 y:8.096319181297861
YELLOW | x:-0.9094126924798012 y:6.58962662475769
YELLOW | x:0.5599539963336808 y:4.890908630408346
YELLOW | x:-13.977879855029297 y:12.125500276262207

BLUE | x:-3.21901877308851 y:3.3317858891859653
BLUE | x:-9.162710329882813 y:11.40873906868164
BLUE | x:-5.869451035055033 y:7.573959440563761
BLUE | x:-10.448396059863281 y:12.682172730142517
BLUE | x:-11.601940485827637 y:13.821639135057373
BLUE | x:-6.8436625053410856 y:8.887237245415292
BLUE | x:-4.654184016577911 y:5.668524220163269
YELLOW | x:2.330587340118263 y:2.882124043933338
YELLOW | x:-6.705015632502747 y:15.906207635576171
YELLOW | x:-2.809484320871544 y:11.584268763238832
YELLOW | x:-3.973048317424965 y:12.949757292444154
YELLOW | x:-1.78503118981938 y:10.321819675998075
YELLOW | x:-0.6504859275213666 y:8.762895682031553
YELLOW | x:0.5408226221874237 y:7.083563878709716
YELLOW | x:1.3831452349896114 y:5.368994210734608

BLUE | x:-2.324231338493538 y:2.9207012485212513
BLUE | x:-2.907829794280243 y:6.779819085771484
BLUE | x:-4.519353005282593 y:11.762170746499939
BLUE | x:-3.3050025477379124 y:8.108068571175888
BLUE | x:-5.803656074397278 y:15.367826774293823
BLUE | x:-3.9020816387090775 y:10.01575863779316
BLUE | x:-2.6195202201530456 y:5.158122494394226
BLUE | x:-5.034120294444275 y:13.208814695054931
BLUE | x:-6.285939706357829 y:16.764112387671712
YELLOW | x:2.6088261747718446 y:3.9077678115626884
YELLOW | x:1.3912318035325006 y:9.1304637877746
YELLOW | x:1.8932569891288757 y:7.429687693292541
YELLOW | x:-1.106977632137648 y:16.781569117878522
YELLOW | x:-0.362253084771347 y:14.568156221086426
YELLOW | x:0.7004767378245672 y:11.437950685197753
YELLOW | x:2.2887481918011985 y:5.835759872768961
YELLOW | x:-1.9270964513147988 y:19.00165911771322
YELLOW | x:0.21250554621963502 y:12.931029910420024

BLUE | x:-2.428156405821809 y:3.4637674777312646
BLUE | x:-2.725497028224182 y:5.216642501527709
BLUE | x:-3.5443231847949797 y:10.464701775807592
BLUE | x:-3.734646360270691 y:11.796350826595866
BLUE | x:-3.328910394887395 y:8.979678415890403
BLUE | x:-4.335146161906433 y:14.718501437565047
BLUE | x:-5.448022696368408 y:17.5472605174528
BLUE | x:-4.003297812335205 y:13.274893968278809
YELLOW | x:2.348289557447379 y:3.8823403349976457
YELLOW | x:-0.9486067026779175 y:19.359533288652347
YELLOW | x:0.7811458110883713 y:13.593403747255248
YELLOW | x:1.8613847166374207 y:7.16952180323466
YELLOW | x:0.5870761273946672 y:15.464546799946755
YELLOW | x:1.1059583852762858 y:11.845050472591959
YELLOW | x:1.4961825735586618 y:9.469968699560633
YELLOW | x:2.1538406580760956 y:5.501850738698883
YELLOW | x:-0.06360172653447786 y:17.68116878924235

BLUE | x:-2.2467441290542602 y:2.4295898025976053
BLUE | x:-2.1295317619964598 y:3.9195601568367513
BLUE | x:-2.0434766342168174 y:5.217041646018269
BLUE | x:-3.825180015528143 y:15.57031454955148
BLUE | x:-4.433357426516723 y:16.858172586137698
BLUE | x:-5.253816267840576 y:18.037756326372072
BLUE | x:-2.1405255988547935 y:9.820386347821918
BLUE | x:-1.978134197111248 y:8.17271244405227
BLUE | x:-2.377093910832384 y:11.009304014750297
BLUE | x:-3.3488675087615967 y:14.423221185380859
BLUE | x:-1.9595733745156179 y:6.695796696253594
YELLOW | x:2.757626977570343 y:4.050990691358489
YELLOW | x:2.8299644261672974 y:5.899684781406961
YELLOW | x:-0.026702462129306798 y:18.9149238373584
YELLOW | x:3.0190984775697074 y:7.742587458995954
YELLOW | x:2.3689246763860066 y:11.876517648075662
YELLOW | x:0.7837424571389834 y:17.223126564994104
YELLOW | x:1.3940873116329193 y:15.671895101243896
YELLOW | x:2.8466940095101676 y:10.034954171619125
YELLOW | x:1.921024660607995 y:13.718023480217962

BLUE | x:-1.3937603147569597 y:3.2152654769734665
BLUE | x:-10.19180712401123 y:16.31953262743815
BLUE | x:-8.088704598935953 y:15.492627535834554
BLUE | x:-3.224426226012421 y:10.351310298616333
BLUE | x:-1.606369146697235 y:5.038925515189411
BLUE | x:-4.843947065862528 y:13.256562783891601
BLUE | x:-2.1379579037353516 y:7.749477063193563
BLUE | x:-1.8487161129638672 y:6.530084207231445
BLUE | x:-3.871165735515467 y:11.911473467523498
BLUE | x:-6.3400208284383135 y:14.627577935233358
YELLOW | x:3.4424691534779015 y:3.169250304077708
YELLOW | x:-1.9194115132019043 y:17.48452766197388
YELLOW | x:-3.346299144618225 y:18.501495912248537
YELLOW | x:-0.9703017502948761 y:16.22690017479126
YELLOW | x:1.2596226319035486 y:12.611352881082821
YELLOW | x:2.618112593376317 y:8.68854427385271
YELLOW | x:3.012390335739475 y:7.105034160522596
YELLOW | x:2.060289413075468 y:10.52001656947001
YELLOW | x:3.2600102096870422 y:5.112357869321746
YELLOW | x:0.2510643273666382 y:14.588303163225097

BLUE | x:-3.34704532854343 y:3.2517650537106495
BLUE | x:-15.32473919092865 y:11.060015633279725
BLUE | x:-11.70259699522705 y:10.121428086931152
BLUE | x:-13.494727942340088 y:10.779957527493083
BLUE | x:-6.334196090359668 y:7.582928321005215
BLUE | x:-3.974506126171197 y:4.792444289963751
BLUE | x:-8.032204189605313 y:8.482383407584614
BLUE | x:-4.854738757006836 y:6.173320272142333
BLUE | x:-10.120610186450195 y:9.381121423417968
YELLOW | x:1.9585381276625131 y:3.1693324794201123
YELLOW | x:-11.960642827543131 y:15.382808282548828
YELLOW | x:-8.252236124865723 y:13.890053727800293
YELLOW | x:-10.018816325061035 y:14.674408986741943
YELLOW | x:-4.6766635422121325 y:12.289068807026105
YELLOW | x:-3.2211779657263016 y:11.30638115131985
YELLOW | x:-0.9109306510877397 y:8.979879511635808
YELLOW | x:-1.8058912919251877 y:10.231137166750647
YELLOW | x:0.27290555537490846 y:7.288820261334025
YELLOW | x:1.2145690192853293 y:5.287762318625691
YELLOW | x:-6.266605678193283 y:12.96214826362793

BLUE | x:-3.0480599979485192 y:3.904796957547111
BLUE | x:-14.422315213076782 y:13.829597785646362
BLUE | x:-11.162319673093668 y:12.608734045996908
BLUE | x:-13.042860878499857 y:13.117537254665933
BLUE | x:-9.10267710386963 y:11.296305730516357
BLUE | x:-4.075186424446614 y:5.519153033271078
BLUE | x:-6.447479603680484 y:8.71364256697361
BLUE | x:-5.441413308289446 y:7.3125205412964736
YELLOW | x:2.449291605190495 y:2.280737103737891
YELLOW | x:-9.550159308306885 y:17.15173394935791
YELLOW | x:-7.677302691333008 y:16.027213170701906
YELLOW | x:-5.881344331296794 y:15.00442186452413
YELLOW | x:-2.6781006669639953 y:11.809557988817138
YELLOW | x:-4.017843179894002 y:13.417492516744113
YELLOW | x:-1.5229939831854387 y:10.235927846605223
YELLOW | x:-0.2926539471516287 y:8.470964578506846
YELLOW | x:0.7872691795304299 y:7.075079872781677
YELLOW | x:1.563427713520813 y:5.486752213280706
YELLOW | x:2.2783781227212696 y:3.8436657335108944

BLUE | x:2.562180281024 y:3.8878109560158283
BLUE | x:1.1551760385508218 y:10.17990679201945
BLUE | x:-0.08392485975475313 y:16.6961889054126
BLUE | x:0.7560195041628701 y:17.53833144648054
BLUE | x:1.627279209104665 y:18.316533003821615
BLUE | x:2.2613367110565186 y:19.48711145179932
BLUE | x:2.368013051159668 y:5.847347476655883
BLUE | x:-1.2303752312983194 y:15.448130522742513
BLUE | x:1.976655370997874 y:7.877916449879252
BLUE | x:-0.9352642824178059 y:13.912923648530883
BLUE | x:0.13815540041897495 y:12.002155854875488
YELLOW | x:-2.300183979662768 y:3.413927609299265
YELLOW | x:-6.016731922250075 y:12.161732157358456
YELLOW | x:-6.834603903825451 y:13.44815906939372
YELLOW | x:-2.4703404515907286 y:5.117696597749633
YELLOW | x:-2.8168984383270264 y:6.96121684171224
YELLOW | x:-4.61856017873603 y:10.80200514254435
YELLOW | x:-3.479561214561849 y:8.648401875486003
YELLOW | x:-7.04832420050354 y:15.30761832122138
YELLOW | x:-6.1037931571329755 y:17.44665566541219
YELLOW | x:-5.063777232588413 y:18.670268064740515

BLUE | x:3.2338667316643606 y:2.7174643952727084
BLUE | x:10.513670908418783 y:13.691549269266899
BLUE | x:9.38964777291565 y:8.234742500955505
BLUE | x:5.033763554699707 y:5.119105095242106
BLUE | x:10.07745476597629 y:9.860666571631672
BLUE | x:7.179537827890886 y:5.981161344678983
BLUE | x:8.15760599276174 y:6.852993264371794
BLUE | x:6.076805665408751 y:5.565951293055091
BLUE | x:10.142299130566407 y:15.831608242367349
BLUE | x:10.56772254606832 y:11.858132833813274
BLUE | x:3.529464605458069 y:4.316066410715026
YELLOW | x:-2.061560555717432 y:3.1021858641111426
YELLOW | x:-2.3566764192374334 y:4.54532363802987
YELLOW | x:-0.25677528678627015 y:7.920533254320068
YELLOW | x:1.1227225445858442 y:8.67681012776191
YELLOW | x:3.284252630678304 y:18.627504263892416
YELLOW | x:5.000822729873149 y:14.53305776375
YELLOW | x:4.462844637043762 y:16.25822415607636
YELLOW | x:2.570660543780348 y:9.497451559611136
YELLOW | x:4.923799809158664 y:11.410553751960041
YELLOW | x:4.06955151576197 y:10.301180527165567
YELLOW | x:5.177134242661285 y:12.99749262588684

YELLOW | x:-1.9213195486789068 y:2.581355127667033
YELLOW | x:-8.940914643796793 y:15.37985697843099
YELLOW | x:-4.886734533302498 y:12.29687954443161
YELLOW | x:-6.528715414794795 y:13.503805453156078
YELLOW | x:-1.0611250201786677 y:4.000618782216949
YELLOW | x:-1.426166121867098 y:9.514780322997696
YELLOW | x:-2.702279253083692 y:10.79397052271345
YELLOW | x:-0.15963140278310778 y:5.3991356001045725
YELLOW | x:-0.5085878718231331 y:8.2588076254022
YELLOW | x:0.030304196577507256 y:6.776450529272003

YELLOW | x:2.3581462824387485 y:2.7272209676201777
YELLOW | x:-12.792481554540506 y:9.441631272012634
YELLOW | x:-9.913763794295502 y:9.241685345346374
YELLOW | x:-7.234224352233124 y:9.046807452613754
YELLOW | x:-4.488257478950645 y:8.83204321095241
YELLOW | x:0.6760132898961385 y:5.891019323045653
YELLOW | x:1.7297729820087433 y:4.445756827368977
YELLOW | x:-2.458572372786713 y:8.120593276197356
YELLOW | x:-0.8376332670375823 y:7.2684142376727285

YELLOW | x:1.7485067552763736 y:3.2163264038274755
YELLOW | x:-12.355635973803711 y:13.297964090679729
YELLOW | x:-8.09760365187378 y:10.580905074452005
YELLOW | x:-10.007271779569498 y:11.765290705271537
YELLOW | x:-0.8573835604646258 y:6.306622804444341
YELLOW | x:0.6376348078325271 y:4.714189841920776
YELLOW | x:-3.276499686867602 y:7.721874952603308
YELLOW | x:-5.587408635012817 y:9.105790879899903

BLUE | x:-2.9061485608344397 y:2.9677471216267777
BLUE | x:-7.615714036417516 y:18.136333619132284
BLUE | x:-5.978330704562378 y:12.604424550706787
BLUE | x:-4.418117414241876 y:7.387266766050545
BLUE | x:-5.288612363794623 y:10.269480285553113
BLUE | x:-6.932626220576477 y:15.823123529130859
BLUE | x:-3.789854469887924 y:5.474104895765228
YELLOW | x:1.8975385497088115 y:4.362349564407907
YELLOW | x:-2.7038960188552856 y:19.509075715715333
YELLOW | x:-0.49354907703980344 y:11.854551304619816
YELLOW | x:-1.973471495501709 y:17.161943668697916
YELLOW | x:1.076262858517456 y:6.975797329917196
YELLOW | x:0.16471178086020988 y:9.671857857991187
YELLOW | x:-1.2848296731636046 y:14.610612847978516

BLUE | x:-2.2660290188658214 y:2.2828435900697395
BLUE | x:-2.3875746014024886 y:9.681377978838979
BLUE | x:-2.4879075815205893 y:17.688807720516767
BLUE | x:-2.4231661119556973 y:13.043464462249407
BLUE | x:-2.3518001963620505 y:4.288811108709683
BLUE | x:-2.467840691068946 y:15.406600893776924
BLUE | x:-2.3689306706115723 y:7.31382997291748
YELLOW | x:2.75801649392395 y:2.27153813299998
YELLOW | x:2.4341997176483154 y:19.60734784858887
YELLOW | x:2.618070152409363 y:12.943179681474609
YELLOW | x:2.556829081979879 y:17.37426495013102
YELLOW | x:2.570091840632248 y:15.416579320604248
YELLOW | x:2.6183509379699705 y:5.193744304353637
YELLOW | x:2.5953957110717774 y:7.4485567356890865
YELLOW | x:2.623318007595825 y:10.3105404640979

BLUE | x:-2.4052045315429686 y:5.442371680910034
BLUE | x:-2.3915765973078553 y:7.814789573260124
BLUE | x:-2.8451869219467163 y:16.300199344331666
BLUE | x:-3.389752718798828 y:18.00703866737549
BLUE | x:-2.38176986872406 y:12.350959920034878
BLUE | x:-4.11294560133667 y:19.41984632270996
BLUE | x:-2.5943935273584278 y:14.557853545748408
BLUE | x:-2.3902180951759338 y:10.034094878211263
YELLOW | x:2.603918661184597 y:2.519181139344616
YELLOW | x:2.6505406330103556 y:14.442125108415528
YELLOW | x:2.5185558733087325 y:11.87661671099528
YELLOW | x:2.624776446157712 y:9.62774460928289
YELLOW | x:2.629623559124756 y:7.6740816380328365
YELLOW | x:2.094726346937307 y:18.461856057817386
YELLOW | x:2.461244753010559 y:16.11953037040894
YELLOW | x:2.6420472174957275 y:5.200906160051269

BLUE | x:-1.913463178269577 y:4.06221407907669
BLUE | x:-14.499367663256836 y:13.700633409196776
BLUE | x:-10.520772692553711 y:13.311396831844888
BLUE | x:-12.150732371203613 y:13.485148662899578
BLUE | x:-8.837560209624481 y:13.190091743642732
BLUE | x:-6.458971076202901 y:12.675139262849731
BLUE | x:-4.63034054139506 y:11.591808774644775
BLUE | x:-2.4083872169181824 y:7.535379841501159
BLUE | x:-3.0274839307790122 y:8.98387926516398
BLUE | x:-3.562071010462952 y:10.154331694617511
BLUE | x:-2.0873546928092956 y:5.853568449193878
YELLOW | x:3.288560127226003 y:3.3551413899408207
YELLOW | x:-8.394701811663818 y:17.967961862260744
YELLOW | x:-5.352650973193359 y:17.656115574215494
YELLOW | x:-2.062761044163683 y:16.395294083397896
YELLOW | x:0.596162751324463 y:14.7601791804777
YELLOW | x:2.322900484211731 y:10.726328141862792
YELLOW | x:1.8542515556091945 y:12.3381749735024
YELLOW | x:3.0780044585540773 y:7.4752966667956535
YELLOW | x:2.7283466663760096 y:9.355449283007516
YELLOW | x:3.2502251535728455 y:5.069489294861398

BLUE | x:-3.538384529940796 y:3.6577157224959564
BLUE | x:-10.42803201376648 y:6.8704059864825435
BLUE | x:-8.75927767454834 y:6.706779702413058
BLUE | x:-6.372141235065969 y:6.139423573587976
BLUE | x:-4.6014488269811 y:5.050034914984944
YELLOW | x:2.744160639253743 y:2.590295025283737
YELLOW | x:-14.103827966245525 y:12.11285948214396
YELLOW | x:-15.199752820524088 y:12.234386518175048
YELLOW | x:-13.009215277000209 y:11.971794066262033
YELLOW | x:-11.570800277583313 y:11.83669431465332
YELLOW | x:-9.73553774625738 y:11.618769492708857
YELLOW | x:-8.181678096114775 y:11.453822315972358
YELLOW | x:-5.155686649672699 y:11.083017622008565
YELLOW | x:2.3500200430626554 y:4.012500484361889
YELLOW | x:1.9356595297728856 y:5.659153595144195
YELLOW | x:0.6991632551029205 y:8.04913397091095
YELLOW | x:-1.8849852738703408 y:9.774391896898193

BLUE | x:-6.647769934527587 y:4.631443312341613
YELLOW | x:1.0333294898345946 y:4.66494348900978
YELLOW | x:-9.250843378894043 y:11.572291448289795
YELLOW | x:-10.239867739868673 y:12.16105619527364
YELLOW | x:-11.248650245857748 y:12.781390582099203
YELLOW | x:-12.409826132647705 y:13.425911691362304
YELLOW | x:-8.310002021980795 y:11.056451977532417
YELLOW | x:-7.056689443073075 y:10.34239155442315
YELLOW | x:-4.1034615473540414 y:8.680696840989567
YELLOW | x:-1.43932140170784 y:7.201902880842132
YELLOW | x:-5.451622326830207 y:9.474533298189087

BLUE | x:-1.969104263179016 y:2.0883667017764282
BLUE | x:-2.1745695288617815 y:3.712486382801736
BLUE | x:-2.332535486412557 y:5.314493158037108
BLUE | x:-3.6025392144844055 y:15.807032659227295
BLUE | x:-3.982564899317932 y:18.493718221361085
BLUE | x:-3.2545194456900277 y:12.842167014454446
BLUE | x:-2.8986261639161124 y:9.925557599657468
BLUE | x:-2.633524271838379 y:7.634924485856933
YELLOW | x:2.8166197647725424 y:2.340091421777649
YELLOW | x:1.3348048895671845 y:16.007787897760316
YELLOW | x:1.1376315325572968 y:17.69590870000387
YELLOW | x:0.9920309960916519 y:19.162139489824217
YELLOW | x:1.9359382249489308 y:10.531734779054565
YELLOW | x:1.7548127482409162 y:11.885393073732299
YELLOW | x:1.506284889586258 y:14.800416464184366
YELLOW | x:2.1478580933434266 y:8.284026003833212
YELLOW | x:2.6424942231914943 y:3.9211340115215805
YELLOW | x:2.0116262594632155 y:9.35679187861847
YELLOW | x:1.7002694279029846 y:13.310749604875488
YELLOW | x:2.4402936965301514 y:5.7833880688494865
YELLOW | x:2.2644563585594177 y:7.197389080697937

BLUE | x:-2.193388375632477 y:2.5419401894754596
BLUE | x:-2.293692422899119 y:5.433061753287556
BLUE | x:-2.3742904407563072 y:8.338091433051442
BLUE | x:-2.632856729619217 y:14.965105130845947
BLUE | x:-2.7758878002489724 y:17.223571454062707
BLUE | x:-2.5050736389320947 y:11.040605035244964
BLUE | x:-2.5675140748346967 y:12.916723444635315
BLUE | x:-2.819637688986969 y:19.215291574174806
YELLOW | x:2.647322337171258 y:2.5330902946405707
YELLOW | x:2.4763142344571887 y:9.743872438445333
YELLOW | x:2.3429818421676636 y:15.019106462175293
YELLOW | x:2.564830437310028 y:8.127244705532632
YELLOW | x:2.6081741389375477 y:6.885502280037908
YELLOW | x:2.6081196252863204 y:3.9246621532131516
YELLOW | x:2.4493892665494648 y:11.224250590520603
YELLOW | x:2.6460538973485312 y:5.397891595537108
YELLOW | x:2.4359420838033037 y:13.135593952511393
YELLOW | x:2.2903989821746826 y:17.14581401603882
YELLOW | x:2.2250257998779297 y:19.5134101654834

BLUE | x:-2.388438058885447 y:3.88247725821996
BLUE | x:-2.3487623264317827 y:5.920414362921956
BLUE | x:-2.3477580704784935 y:8.185576602745783
BLUE | x:-2.1946613929027015 y:13.096757084134435
BLUE | x:-2.2718368941912614 y:10.099197574806633
BLUE | x:-2.0388679236099243 y:18.49767596977417
BLUE | x:-2.1438531160280228 y:15.455838277513427
YELLOW | x:2.622130163319397 y:3.6666769228127034
YELLOW | x:2.9058376620287576 y:16.277135048880822
YELLOW | x:2.8221688737546287 y:12.519859427784525
YELLOW | x:2.7564778596237183 y:14.160537158026937
YELLOW | x:2.8975097805336 y:18.478683068925783
YELLOW | x:2.8245752372986384 y:10.054462660213666
YELLOW | x:2.7272610802616466 y:7.6836204662757455
YELLOW | x:2.666981262969462 y:5.604233100587769

BLUE | x:-1.654275406582145 y:4.304710305213336
BLUE | x:-1.45841675300649 y:6.603474850033366
BLUE | x:-0.9245559164252558 y:12.310125992698685
BLUE | x:-0.38490972592682837 y:19.915005996400758
BLUE | x:-0.48346596260121655 y:17.76692572690511
BLUE | x:-0.7251650919442495 y:14.90418584602539
BLUE | x:-1.152935086202614 y:9.56590471461541
YELLOW | x:3.266185632355499 y:3.204880252057953
YELLOW | x:4.553966827201335 y:19.468307092363283
YELLOW | x:3.7473547127586153 y:9.174821906528186
YELLOW | x:3.8664050540828163 y:11.456633987032587
YELLOW | x:3.636579401301829 y:7.031477565144144
YELLOW | x:3.3638091753000894 y:4.902861232136331
YELLOW | x:4.265500751145172 y:15.503460123712463
YELLOW | x:4.425939705975342 y:17.31201799171631
YELLOW | x:3.983935263760376 y:13.493534956946615

BLUE | x:-1.6381382455354057 y:4.535873828902485
BLUE | x:-7.903958842150879 y:18.244665696794435
BLUE | x:-4.355485253525289 y:16.105542098059896
BLUE | x:-6.114040208848826 y:17.3875663226591
BLUE | x:-1.5402952859724681 y:9.89781636917721
BLUE | x:-2.7959383457824707 y:14.720818832094116
BLUE | x:-1.592776618484081 y:12.073904718442494
BLUE | x:-1.6040378838703155 y:7.158000006849212
BLUE | x:-2.0031848281547546 y:13.613733604127807
YELLOW | x:3.1842898796076455 y:3.8620178725070193
YELLOW | x:2.8103882978434247 y:14.15500610130493
YELLOW | x:3.3089585132616497 y:7.990173845067265
YELLOW | x:3.3760460331326136 y:9.760304376643012
YELLOW | x:3.3129304766729355 y:11.927036299878996
YELLOW | x:3.1948651939704895 y:5.925408318216247
YELLOW | x:0.8173116177394867 y:17.378553178483887
YELLOW | x:-0.2723205864355087 y:18.834227794979657
YELLOW | x:1.8914491728022576 y:15.975438549692079

BLUE | x:-1.6743724645213514 y:3.315457623443315
BLUE | x:-9.307543303892857 y:9.796379653521354
BLUE | x:-10.8239262137736 y:9.840330407792969
BLUE | x:-8.051185734349714 y:9.329880345722394
BLUE | x:-4.50923610121171 y:7.23004013844702
BLUE | x:-6.274617660038185 y:8.498201906258506
BLUE | x:-12.94299099146576 y:9.31531341331665
BLUE | x:-2.9065946429893494 y:5.889614274675292
BLUE | x:-2.1127549022361753 y:4.825465562517089
YELLOW | x:3.2334609657600404 y:3.1039308454341126
YELLOW | x:-11.36940099099528 y:14.738802427624309
YELLOW | x:-13.248193935403878 y:14.315990794559676
YELLOW | x:-7.568755412520054 y:14.242092172591816
YELLOW | x:-9.015995819646346 y:14.64223653844744
YELLOW | x:-1.9699848376021851 y:11.324029363308673
YELLOW | x:-6.184646953138224 y:13.816788842851562
YELLOW | x:-0.4496903922748354 y:10.006727075485363
YELLOW | x:0.6444528870713733 y:8.516281989929578
YELLOW | x:-4.783568275960795 y:13.188141499533895
YELLOW | x:-3.4165805945719407 y:12.425454595262451
YELLOW | x:2.705620037523397 y:5.367520168001098
YELLOW | x:1.7546611398532868 y:7.160543575460357

YELLOW | x:1.5794409800192053 y:2.445616521557269
YELLOW | x:-14.378755542628479 y:10.45042403000061
YELLOW | x:-10.775107529089697 y:11.203475019575468
YELLOW | x:-12.575964384270224 y:11.082991833065593
YELLOW | x:-2.7212629858862196 y:8.236229540339894
YELLOW | x:-1.5594569027349472 y:7.197755530054016
YELLOW | x:0.8315789638605027 y:4.1596058746210876
YELLOW | x:-0.3842751817082484 y:5.813132499232532
YELLOW | x:-6.536845780846433 y:10.588272998859683
YELLOW | x:-5.216446195369805 y:9.834811994673123
YELLOW | x:-3.955160725235725 y:9.163087050221279
YELLOW | x:-8.852268629265339 y:11.194142058069154

BLUE | x:-2.673304828993988 y:2.7981804555402627
BLUE | x:-13.58788845240326 y:8.842553749257965
BLUE | x:-11.296977135531616 y:9.001049314513446
BLUE | x:-9.091165809822591 y:8.856186336849772
BLUE | x:-6.497425913472154 y:8.21322661761573
BLUE | x:-3.7050997346565246 y:5.916470363313598
BLUE | x:-4.672698279413096 y:7.015464176510415
BLUE | x:-3.2186345338747024 y:4.665608788107477
YELLOW | x:2.302376058705139 y:3.1566666078977885
YELLOW | x:-13.148842379443359 y:13.886520110144858
YELLOW | x:-11.197251105726842 y:13.900739130806711
YELLOW | x:-9.688821374085345 y:13.794419703316477
YELLOW | x:-2.915250410770743 y:11.815280261780892
YELLOW | x:0.8531461527024587 y:7.487899933829549
YELLOW | x:-1.3037277440155663 y:10.607605849280597
YELLOW | x:1.479934003956604 y:6.205650032799749
YELLOW | x:-6.285260304233514 y:13.251543368899043
YELLOW | x:0.199154982081706 y:8.827910607299517
YELLOW | x:-8.115409514300538 y:13.706025674516601
YELLOW | x:-4.4512635797187805 y:12.726412092223407
YELLOW | x:1.9364398723915102 y:4.711779477769775

BLUE | x:-2.198740915308053 y:2.3076760402779497
BLUE | x:-12.78428635298462 y:8.341978147203369
BLUE | x:-13.541200968615723 y:8.846138074571533
BLUE | x:-8.624821040026855 y:7.3037432775642905
BLUE | x:-10.909733507029724 y:7.809887721712036
BLUE | x:-6.57378323233519 y:6.575563826166803
BLUE | x:-4.277787837378693 y:5.304042949850006
BLUE | x:-2.836364076858605 y:3.6688319920579353
YELLOW | x:2.5373243656970796 y:2.5387590320369315
YELLOW | x:-11.049138519160461 y:13.118934625958047
YELLOW | x:-2.7510943930935645 y:10.01957995485065
